"Date","Price","Open","High","Low","Vol.","Change %"
"May 30, 2016","38,577","38,501","38,684","38,357","12.04K","-0.74"
"May 27, 2016","38,866","38,950","39,127","38,778","14.85K","-0.47"
"May 26, 2016","39,051","39,440","39,643","39,014","21.52K","-0.45"
"May 25, 2016","39,229","39,419","39,419","39,101","15.92K","-0.27"
"May 24, 2016","39,337","39,503","39,750","39,290","18.61K","-0.83"
"May 23, 2016","39,665","39,761","39,822","39,379","16.25K","-0.42"
"May 20, 2016","39,834","39,773","40,150","39,684","17.56K","0.03"
"May 19, 2016","39,824","40,871","40,871","39,621","31.71K","-2.98"
"May 18, 2016","41,048","41,081","41,100","40,576","21.61K","-0.32"
"May 17, 2016","41,180","41,157","41,369","40,760","19.47K","0.47"
"May 16, 2016","40,987","41,260","41,495","40,849","17.78K","0.03"
"May 13, 2016","40,974","40,799","41,018","40,253","22.11K","0.42"
"May 12, 2016","40,803","41,403","41,480","40,673","22.81K","-1.12"
"May 11, 2016","41,266","40,900","41,850","40,900","24.27K","1.05"
"May 10, 2016","40,839","40,725","40,907","40,620","13.97K","0.22"
"May 09, 2016","40,749","41,555","41,559","40,511","22.00K","-2.35"
"May 06, 2016","41,731","41,242","41,840","41,141","26.02K","1.99"
"May 05, 2016","40,915","40,915","41,900","40,730","0.26K","0.43"
"May 04, 2016","40,739","40,690","40,832","40,500","0.04K","-0.60"
"May 03, 2016","40,984","41,101","41,363","40,741","0.63K","-0.57"
"May 02, 2016","41,217","41,618","41,975","41,089","2.49K","-0.84"
"Apr 29, 2016","41,566","41,250","41,869","41,250","25.17K","1.27"
"Apr 28, 2016","41,044","40,700","41,150","40,391","22.34K","1.18"
"Apr 27, 2016","40,565","40,350","40,899","40,190","25.35K","0.93"
"Apr 26, 2016","40,190","40,083","40,280","39,691","21.61K","0.22"
"Apr 25, 2016","40,102","40,300","40,375","39,705","23.83K","0.29"
"Apr 22, 2016","39,985","40,151","40,819","39,800","29.59K","-0.25"
"Apr 21, 2016","40,086","40,400","41,421","39,480","55.37K","-0.11"
"Apr 20, 2016","40,132","39,850","40,290","39,578","28.84K","0.97"
"Apr 19, 2016","39,747","38,548","40,042","38,548","20.83K","3.72"
"Apr 18, 2016","38,322","38,251","38,520","38,150","13.32K","-0.48"
"Apr 15, 2016","38,507","38,351","38,647","38,160","9.82K","0.52"
"Apr 14, 2016","38,306","38,230","38,450","38,005","12.10K","-0.67"
"Apr 13, 2016","38,563","38,200","38,600","37,965","22.51K","0.66"
"Apr 12, 2016","38,312","37,685","38,370","37,515","25.97K","1.45"
"Apr 11, 2016","37,764","36,750","37,844","36,715","22.72K","2.98"
"Apr 08, 2016","36,671","36,600","36,699","36,150","14.69K","0.79"
"Apr 07, 2016","36,382","36,048","36,621","36,000","22.68K","1.10"
"Apr 06, 2016","35,986","36,079","36,280","35,752","18.74K","-0.27"
"Apr 05, 2016","36,082","35,825","36,340","35,811","16.88K","1.41"
"Apr 04, 2016","35,581","35,995","35,995","35,551","13.33K","-0.95"
"Apr 01, 2016","35,922","36,704","36,848","35,419","28.82K","-2.26"
"Mar 31, 2016","36,751","36,377","36,900","36,330","16.06K","1.16"
"Mar 30, 2016","36,329","36,624","36,840","36,256","18.13K","-0.63"
"Mar 29, 2016","36,560","36,518","36,743","36,241","19.31K","-0.01"
"Mar 28, 2016","36,563","36,600","36,901","36,452","12.37K","-0.29"
"Mar 24, 2016","36,669","36,720","36,945","36,621","6.65K","-0.26"
"Mar 23, 2016","36,766","37,786","37,837","36,737","26.08K","-2.90"
"Mar 22, 2016","37,864","37,870","38,291","37,755","18.70K","0.00"
"Mar 21, 2016","37,864","37,769","37,940","37,486","18.32K","0.29"
"Mar 18, 2016","37,756","38,347","38,588","37,577","21.72K","-1.01"
"Mar 17, 2016","38,143","37,250","38,290","37,250","29.53K","3.37"
"Mar 16, 2016","36,899","36,951","37,172","36,855","11.09K","-0.48"
"Mar 15, 2016","37,077","37,225","37,317","36,883","17.78K","-0.92"
"Mar 14, 2016","37,420","37,505","38,142","37,283","22.60K","-0.51"
"Mar 11, 2016","37,610","37,740","37,815","37,408","16.53K","-0.16"
"Mar 10, 2016","37,670","37,150","37,740","36,655","26.99K","1.20"
"Mar 09, 2016","37,223","37,160","37,373","36,884","20.02K","-0.55"
"Mar 08, 2016","37,427","37,500","38,150","37,360","21.57K","-0.38"
"Mar 07, 2016","37,569","37,922","38,180","37,402","11.24K","2.03"
"Mar 04, 2016","36,821","36,594","37,230","36,553","0.09K","1.42"
"Mar 03, 2016","36,304","35,967","36,370","35,736","0.26K","0.70"
"Mar 02, 2016","36,051","35,680","36,151","35,680","0.39K","1.21"
"Mar 01, 2016","35,621","36,250","36,475","35,583","1.95K","-1.27"
"Feb 29, 2016","36,081","36,103","36,274","35,910","13.49K","-0.47"
"Feb 26, 2016","36,250","37,105","37,117","36,145","23.65K","-2.57"
"Feb 25, 2016","37,207","37,171","37,444","36,860","19.79K","-0.06"
"Feb 24, 2016","37,230","37,279","37,923","36,988","25.20K","0.15"
"Feb 23, 2016","37,176","36,980","37,333","36,925","17.24K","0.53"
"Feb 22, 2016","36,981","37,115","37,136","36,392","21.40K","-1.43"
"Feb 19, 2016","37,517","37,483","37,750","37,302","18.16K","-0.01"
"Feb 18, 2016","37,522","37,130","37,582","36,968","14.84K","0.87"
"Feb 17, 2016","37,197","37,350","37,406","36,933","15.93K","-0.06"
"Feb 16, 2016","37,219","36,900","37,470","36,777","20.73K","0.35"
"Feb 15, 2016","37,088","37,620","37,620","36,826","16.98K","-2.36"
"Feb 12, 2016","37,984","38,085","38,241","37,771","15.83K","-0.79"
"Feb 11, 2016","38,288","36,936","38,800","36,936","36.45K","4.10"
"Feb 10, 2016","36,780","37,100","37,100","36,425","22.64K","-1.26"
"Feb 09, 2016","37,248","37,227","37,345","36,886","20.48K","0.33"
"Feb 08, 2016","37,127","36,113","37,280","36,007","29.56K","3.69"
"Feb 05, 2016","35,806","35,866","36,093","35,526","23.10K","-0.06"
"Feb 04, 2016","35,829","35,599","35,995","35,541","17.84K","0.27"
"Feb 03, 2016","35,732","34,915","35,790","34,852","26.10K","2.66"
"Feb 02, 2016","34,805","34,807","35,100","34,704","14.89K","-0.19"
"Feb 01, 2016","34,870","34,789","35,052","34,617","16.08K","0.35"
"Jan 29, 2016","34,750","34,822","34,855","34,516","15.96K","-0.16"
"Jan 28, 2016","34,806","35,310","35,363","34,500","21.66K","-1.39"
"Jan 27, 2016","35,296","34,964","35,418","34,964","18.11K","1.78"
"Jan 25, 2016","34,679","34,277","34,800","34,277","19.29K","1.17"
"Jan 22, 2016","34,277","34,292","34,870","34,225","20.18K","-0.28"
"Jan 21, 2016","34,374","34,601","34,739","34,021","24.64K","-0.91"
"Jan 20, 2016","34,689","34,380","34,832","34,334","23.82K","0.76"
"Jan 19, 2016","34,428","34,090","34,489","33,962","22.84K","0.97"
"Jan 18, 2016","34,096","34,083","34,149","33,842","10.73K","0.12"
"Jan 15, 2016","34,054","33,738","34,489","33,670","25.01K","1.24"
"Jan 14, 2016","33,638","34,175","34,320","33,579","24.59K","-1.56"
"Jan 13, 2016","34,171","33,386","34,231","33,325","27.33K","2.34"
"Jan 12, 2016","33,389","33,583","33,650","33,313","20.30K","-0.82"
"Jan 11, 2016","33,664","33,900","33,970","33,530","16.83K","-0.47"
"Jan 08, 2016","33,824","34,400","34,400","33,706","25.33K","-2.05"
"Jan 07, 2016","34,531","33,825","34,589","33,639","32.57K","2.24"
"Jan 06, 2016","33,774","33,691","34,125","33,625","29.24K","0.32"
"Jan 05, 2016","33,666","33,600","33,900","33,543","21.01K","0.40"
"Jan 04, 2016","33,533","33,364","34,164","33,364","34.34K","0.59"
"Jan 01, 2016","33,335","33,399","33,411","33,233","2.64K","0.11"
"Dec 31, 2015","33,299","33,543","33,566","33,173","13.27K","-0.27"
"Dec 30, 2015","33,390","33,656","33,696","33,217","18.83K","-0.50"
"Dec 29, 2015","33,558","33,645","33,800","33,513","17.52K","0.32"
"Dec 28, 2015","33,451","34,222","34,236","33,421","21.35K","-2.60"
"Dec 24, 2015","34,345","34,237","34,399","34,173","7.30K","0.38"
"Dec 23, 2015","34,215","34,175","34,338","34,065","15.20K","-0.21"
"Dec 22, 2015","34,286","34,224","34,531","34,140","16.37K","-0.04"
"Dec 21, 2015","34,301","34,033","34,350","33,874","22.72K","1.08"
"Dec 18, 2015","33,933","33,182","34,146","33,115","24.45K","2.30"
"Dec 17, 2015","33,170","34,159","34,159","33,030","28.44K","-3.58"
"Dec 16, 2015","34,400","33,629","34,460","33,502","23.21K","2.40"
"Dec 15, 2015","33,593","33,433","33,645","33,335","17.78K","0.32"
"Dec 14, 2015","33,487","33,917","33,950","33,380","19.06K","-1.46"
"Dec 11, 2015","33,983","34,151","34,292","33,626","22.20K","-0.68"
"Dec 10, 2015","34,215","34,396","34,496","34,190","14.15K","-0.84"
"Dec 09, 2015","34,506","34,374","34,799","34,301","18.72K","0.39"
"Dec 08, 2015","34,373","34,725","34,725","34,225","18.89K","-1.14"
"Dec 07, 2015","34,771","35,136","35,359","34,750","16.12K","1.01"
"Dec 04, 2015","34,424","33,600","34,490","33,521","0.16K","2.83"
"Dec 03, 2015","33,477","33,185","33,621","33,102","0.18K","0.75"
"Dec 02, 2015","33,228","33,413","33,615","33,200","0.46K","-0.21"
"Dec 01, 2015","33,299","33,597","33,763","33,256","3.74K","-0.54"
"Nov 30, 2015","33,480","33,641","33,779","33,412","15.41K","-0.66"
"Nov 27, 2015","33,701","33,900","33,962","33,511","18.24K","-1.11"
"Nov 26, 2015","34,081","33,885","34,324","33,873","14.68K","0.79"
"Nov 25, 2015","33,814","33,725","33,864","33,484","11.49K","-0.22"
"Nov 24, 2015","33,889","33,643","33,997","33,566","17.40K","0.84"
"Nov 23, 2015","33,608","33,465","33,799","33,152","21.46K","0.06"
"Nov 20, 2015","33,589","33,812","34,162","33,474","21.37K","-0.71"
"Nov 19, 2015","33,830","33,744","34,178","33,582","19.76K","0.80"
"Nov 18, 2015","33,562","33,600","33,845","33,400","14.51K","-0.43"
"Nov 17, 2015","33,707","33,827","33,868","33,475","18.70K","-0.26"
"Nov 16, 2015","33,796","34,000","34,299","33,773","17.94K","-0.14"
"Nov 13, 2015","33,845","33,896","34,188","33,753","14.44K","-0.13"
"Nov 12, 2015","33,889","34,173","34,450","33,751","15.12K","-0.88"
"Nov 11, 2015","34,190","34,248","34,270","34,160","2.21K","-0.24"
"Nov 10, 2015","34,272","34,591","34,627","34,034","18.82K","-0.81"
"Nov 09, 2015","34,552","35,081","35,165","34,500","14.42K","-1.03"
"Nov 06, 2015","34,910","35,401","35,550","34,870","19.71K","-1.66"
"Nov 05, 2015","35,500","35,506","35,595","35,272","16.96K","-0.01"
"Nov 04, 2015","35,504","35,962","35,965","35,478","19.37K","-0.82"
"Nov 03, 2015","35,799","36,210","36,280","35,765","19.98K","-1.08"
"Nov 02, 2015","36,191","36,425","36,460","35,951","19.84K","-0.82"
"Oct 30, 2015","36,490","36,589","36,589","36,343","18.17K","-0.15"
"Oct 29, 2015","36,544","37,810","37,810","36,466","36.55K","-3.40"
"Oct 28, 2015","37,832","37,127","37,975","37,095","24.95K","2.07"
"Oct 27, 2015","37,064","36,900","37,145","36,853","14.47K","0.12"
"Oct 26, 2015","37,018","36,922","37,175","36,865","14.55K","0.21"
"Oct 23, 2015","36,942","36,956","37,385","36,662","25.36K","0.06"
"Oct 22, 2015","36,920","36,825","37,070","36,764","10.37K","0.34"
"Oct 21, 2015","36,794","37,087","37,105","36,621","17.08K","-0.67"
"Oct 20, 2015","37,042","36,850","37,190","36,773","21.31K","0.28"
"Oct 19, 2015","36,938","37,175","37,175","36,727","18.63K","-1.20"
"Oct 16, 2015","37,387","37,442","37,535","37,135","16.36K","-0.34"
"Oct 15, 2015","37,513","37,566","37,669","37,068","22.74K","-0.17"
"Oct 14, 2015","37,575","37,419","37,653","36,953","25.15K","0.81"
"Oct 13, 2015","37,272","36,834","37,420","36,649","22.44K","0.79"
"Oct 12, 2015","36,981","36,890","37,419","36,870","21.39K","0.40"
"Oct 09, 2015","36,833","36,771","37,339","36,700","24.46K","-0.11"
"Oct 08, 2015","36,875","37,120","37,120","36,150","29.77K","-1.67"
"Oct 07, 2015","37,501","37,376","37,587","37,043","26.86K","0.45"
"Oct 06, 2015","37,333","36,658","37,719","36,622","34.59K","1.61"
"Oct 05, 2015","36,741","34,800","36,855","34,800","47.48K","6.36"
"Oct 01, 2015","34,544","34,645","34,877","34,404","23.54K","-0.01"
"Sep 30, 2015","34,547","34,858","34,999","34,427","29.84K","-1.17"
"Sep 29, 2015","34,955","35,075","35,229","34,705","22.83K","-0.16"
"Sep 28, 2015","35,011","35,970","36,013","34,815","28.02K","-2.94"
"Sep 25, 2015","36,072","35,998","36,287","35,775","13.04K","-0.39"
"Sep 24, 2015","36,215","35,502","36,384","35,375","22.52K","2.16"
"Sep 23, 2015","35,450","35,279","35,630","35,163","17.16K","0.52"
"Sep 22, 2015","35,267","36,033","36,148","35,186","25.83K","-2.50"
"Sep 21, 2015","36,172","36,000","36,247","35,872","14.89K","0.26"
"Sep 18, 2015","36,077","35,990","36,690","35,855","28.00K","0.40"
"Sep 17, 2015","35,932","35,612","36,049","35,509","14.24K","0.43"
"Sep 16, 2015","35,779","34,648","35,850","34,580","27.81K","3.33"
"Sep 15, 2015","34,625","34,701","34,765","34,451","13.91K","-0.25"
"Sep 14, 2015","34,713","35,158","35,173","34,630","14.71K","-0.75"
"Sep 11, 2015","34,975","35,488","35,535","34,551","23.74K","-1.15"
"Sep 10, 2015","35,383","35,391","35,841","35,321","20.58K","0.25"
"Sep 09, 2015","35,294","35,800","35,988","35,260","20.06K","-1.03"
"Sep 08, 2015","35,663","35,176","35,936","35,032","23.57K","1.34"
"Sep 07, 2015","35,193","35,470","35,538","35,101","9.93K","1.08"
"Sep 04, 2015","34,816","34,900","35,100","34,600","0.07K","0.16"
"Sep 03, 2015","34,762","34,685","34,979","34,530","0.17K","0.10"
"Sep 02, 2015","34,728","34,387","35,019","34,270","0.56K","0.63"
"Sep 01, 2015","34,511","34,756","34,908","34,368","2.86K","-0.20"
"Aug 31, 2015","34,581","34,334","34,748","34,235","12.42K","0.59"
"Aug 28, 2015","34,378","33,666","34,698","33,666","20.70K","0.95"
"Aug 27, 2015","34,056","33,466","34,450","33,401","27.24K","1.89"
"Aug 26, 2015","33,423","34,546","34,551","33,151","34.41K","-3.55"
"Aug 25, 2015","34,652","35,314","35,441","34,471","27.64K","-2.14"
"Aug 24, 2015","35,410","36,050","36,140","34,930","40.17K","-2.18"
"Aug 21, 2015","36,200","36,464","36,786","35,682","33.98K","-0.30"
"Aug 20, 2015","36,310","35,735","36,398","35,735","25.99K","2.20"
"Aug 19, 2015","35,527","34,779","35,739","34,658","28.22K","2.11"
"Aug 18, 2015","34,794","35,805","35,840","34,551","30.35K","-2.85"
"Aug 17, 2015","35,814","35,597","35,930","35,520","15.61K","1.09"
"Aug 14, 2015","35,429","35,915","36,290","35,360","25.09K","-1.61"
"Aug 13, 2015","36,007","35,860","36,180","35,685","21.46K","-0.23"
"Aug 12, 2015","36,091","35,301","36,171","35,252","31.30K","2.15"
"Aug 11, 2015","35,330","34,999","35,385","34,814","29.51K","0.88"
"Aug 10, 2015","35,021","33,957","35,190","33,957","29.08K","2.91"
"Aug 07, 2015","34,031","33,666","34,345","33,571","31.25K","0.96"
"Aug 06, 2015","33,708","33,457","33,786","33,370","18.01K","0.68"
"Aug 05, 2015","33,479","33,443","33,675","33,355","17.06K","-0.01"
"Aug 04, 2015","33,481","33,400","33,638","33,328","17.22K","-0.05"
"Aug 03, 2015","33,499","33,945","33,974","33,431","18.47K","-1.55"
"Jul 31, 2015","34,025","33,900","34,450","33,625","29.06K","0.01"
"Jul 30, 2015","34,020","33,982","34,185","33,750","20.11K","0.13"
"Jul 29, 2015","33,975","33,859","34,250","33,668","19.76K","0.62"
"Jul 28, 2015","33,765","33,760","33,839","33,566","16.74K","-0.49"
"Jul 27, 2015","33,930","33,783","34,145","33,750","20.63K","0.68"
"Jul 24, 2015","33,702","33,836","33,863","33,310","27.52K","-0.60"
"Jul 23, 2015","33,904","34,100","34,384","33,855","18.18K","-0.15"
"Jul 22, 2015","33,955","33,988","34,225","33,663","25.46K","-0.20"
"Jul 21, 2015","34,022","34,057","34,324","33,882","19.52K","-0.36"
"Jul 20, 2015","34,145","34,170","34,473","33,430","33.73K","-0.16"
"Jul 17, 2015","34,200","34,421","34,540","34,121","16.45K","-0.88"
"Jul 16, 2015","34,504","34,747","34,790","34,256","21.55K","-0.55"
"Jul 15, 2015","34,696","35,189","35,238","34,561","23.28K","-1.35"
"Jul 14, 2015","35,172","35,437","35,448","35,080","18.69K","-1.00"
"Jul 13, 2015","35,527","35,625","35,745","35,241","20.89K","-0.25"
"Jul 10, 2015","35,615","35,469","35,885","35,342","17.49K","0.81"
"Jul 09, 2015","35,328","34,950","35,722","34,711","29.29K","0.94"
"Jul 08, 2015","35,000","34,567","35,167","34,100","31.63K","0.97"
"Jul 07, 2015","34,663","36,002","36,075","34,011","44.16K","-4.20"
"Jul 06, 2015","36,181","36,025","36,320","35,775","17.62K","1.40"
"Jul 03, 2015","35,680","35,455","35,725","35,397","0.16K","0.69"
"Jul 02, 2015","35,435","35,300","35,625","35,147","0.60K","0.17"
"Jul 01, 2015","35,376","35,864","35,864","35,335","2.85K","-0.45"
"Jun 30, 2015","35,536","35,778","35,950","35,272","18.79K","-0.89"
"Jun 29, 2015","35,854","36,200","36,429","35,803","18.46K","-0.32"
"Jun 26, 2015","35,968","36,090","36,190","35,416","23.90K","-0.38"
"Jun 25, 2015","36,106","36,311","36,313","35,939","12.96K","-0.21"
"Jun 24, 2015","36,182","35,994","36,265","35,938","18.92K","0.68"
"Jun 23, 2015","35,938","36,700","36,721","35,891","26.96K","-2.17"
"Jun 22, 2015","36,736","36,654","36,900","36,431","21.90K","0.15"
"Jun 19, 2015","36,680","36,879","36,958","36,250","19.27K","-0.57"
"Jun 18, 2015","36,892","36,990","37,481","36,842","30.11K","0.04"
"Jun 17, 2015","36,878","36,818","37,015","36,652","14.44K","0.08"
"Jun 16, 2015","36,848","36,960","37,125","36,651","16.82K","-0.66"
"Jun 15, 2015","37,092","36,675","37,371","36,507","24.77K","1.36"
"Jun 12, 2015","36,594","36,732","36,830","36,534","14.24K","-0.59"
"Jun 11, 2015","36,812","36,786","36,850","36,450","22.33K","0.22"
"Jun 10, 2015","36,733","36,956","37,227","36,682","20.91K","-0.35"
"Jun 09, 2015","36,863","36,977","37,177","36,775","17.14K","0.01"
"Jun 08, 2015","36,861","37,130","37,220","36,769","15.96K","-0.40"
"Jun 05, 2015","37,010","37,176","37,280","36,725","24.08K","-0.44"
"Jun 04, 2015","37,172","38,000","38,065","37,114","26.51K","-2.04"
"Jun 03, 2015","37,948","38,416","38,472","37,810","24.54K","-1.30"
"Jun 02, 2015","38,447","38,309","38,550","38,175","19.87K","0.54"
"Jun 01, 2015","38,242","38,242","39,150","38,030","28.63K","-0.28"
"May 29, 2015","38,349","38,365","38,550","38,217","15.50K","0.14"
"May 28, 2015","38,296","38,340","38,450","38,026","21.31K","-0.15"
"May 27, 2015","38,354","38,583","38,672","38,255","16.54K","-0.41"
"May 26, 2015","38,510","39,040","39,118","38,324","26.37K","-1.61"
"May 25, 2015","39,140","38,762","39,200","38,760","9.12K","0.54"
"May 22, 2015","38,928","39,200","39,538","38,773","23.79K","-0.61"
"May 21, 2015","39,166","39,399","39,455","38,939","18.56K","-0.32"
"May 20, 2015","39,290","39,235","39,550","38,932","21.87K","0.04"
"May 19, 2015","39,276","40,326","40,326","38,856","37.12K","-2.95"
"May 18, 2015","40,470","40,050","40,574","40,050","23.20K","1.30"
"May 15, 2015","39,951","39,591","40,049","39,350","24.87K","0.52"
"May 14, 2015","39,744","39,280","40,130","39,273","32.96K","0.56"
"May 13, 2015","39,524","38,280","39,630","38,253","37.26K","3.02"
"May 12, 2015","38,364","37,764","38,477","37,520","27.94K","1.85"
"May 11, 2015","37,668","37,923","38,137","37,549","20.70K","-0.70"
"May 08, 2015","37,935","37,800","38,150","37,620","24.02K","0.18"
"May 07, 2015","37,865","38,025","38,185","37,640","24.64K","-0.33"
"May 06, 2015","37,992","37,969","38,243","37,742","23.62K","1.87"
"May 05, 2015","37,295","37,100","37,552","36,970","0.41K","0.44"
"May 04, 2015","37,130","36,901","37,742","36,763","0.53K","1.61"
"May 01, 2015","36,540","36,514","36,658","36,077","2.09K","0.07"
"Apr 30, 2015","36,515","37,350","37,730","36,060","24.53K","-3.18"
"Apr 29, 2015","37,714","37,498","37,790","37,150","21.97K","0.50"
"Apr 28, 2015","37,527","37,100","37,600","36,960","23.97K","1.02"
"Apr 27, 2015","37,148","36,060","37,323","36,016","29.06K","3.33"
"Apr 24, 2015","35,950","35,972","36,234","35,677","21.56K","-0.45"
