"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"LUPIN","EQ","20-Jan-2017","       1479.15","       1483.00","       1488.45","       1455.25","       1470.00","       1465.35","       1467.43","     573900","           842160598.00","      26140","     316214","         55.10"
"LUPIN","EQ","23-Jan-2017","       1465.35","       1460.00","       1496.00","       1450.05","       1476.05","       1483.25","       1478.92","     812744","          1201987378.30","      23773","     360458","         44.35"
"LUPIN","EQ","24-Jan-2017","       1483.25","       1477.50","       1509.80","       1477.50","       1503.00","       1504.70","       1496.27","     432795","           647577354.80","      23181","     214998","         49.68"
"LUPIN","EQ","25-Jan-2017","       1504.70","       1515.00","       1529.80","       1502.30","       1514.80","       1519.25","       1516.71","     846726","          1284236850.35","      39444","     510395","         60.28"
"LUPIN","EQ","27-Jan-2017","       1519.25","       1518.00","       1518.70","       1488.15","       1493.95","       1492.30","       1498.97","     727852","          1091025627.95","      35357","     426061","         58.54"
"LUPIN","EQ","30-Jan-2017","       1492.30","       1494.10","       1508.85","       1487.00","       1500.00","       1499.70","       1498.90","     452570","           678355672.90","      16920","     166275","         36.74"
"LUPIN","EQ","31-Jan-2017","       1499.70","       1510.00","       1510.05","       1466.35","       1472.00","       1470.70","       1480.79","     688000","          1018782262.25","      22832","     477692","         69.43"
"LUPIN","EQ","01-Feb-2017","       1470.70","       1471.00","       1484.80","       1435.70","       1469.00","       1474.10","       1463.36","     894488","          1308953646.60","      43228","     388565","         43.44"
"LUPIN","EQ","02-Feb-2017","       1474.10","       1482.70","       1492.40","       1450.00","       1477.10","       1481.45","       1474.53","    1006697","          1484406637.80","      43486","     527876","         52.44"
"LUPIN","EQ","03-Feb-2017","       1481.45","       1478.00","       1505.95","       1478.00","       1488.05","       1492.00","       1492.40","     472175","           704672071.90","      17483","     186835","         39.57"
"LUPIN","EQ","06-Feb-2017","       1492.00","       1501.00","       1573.60","       1484.80","       1491.50","       1496.15","       1522.33","    2848834","          4336864685.30","      76302","    1136470","         39.89"
"LUPIN","EQ","07-Feb-2017","       1496.15","       1495.00","       1511.80","       1461.00","       1469.00","       1466.15","       1484.84","    1101632","          1635747684.80","      33336","     527837","         47.91"
"LUPIN","EQ","08-Feb-2017","       1466.15","       1474.00","       1491.00","       1467.00","       1482.75","       1486.75","       1479.64","     955712","          1414111267.80","      41775","     523479","         54.77"
"LUPIN","EQ","09-Feb-2017","       1486.75","       1498.95","       1520.00","       1475.75","       1489.60","       1491.35","       1501.25","    3701844","          5557408371.85","      90161","    1464395","         39.56"
"LUPIN","EQ","10-Feb-2017","       1491.35","       1509.00","       1509.00","       1461.00","       1466.50","       1466.05","       1478.24","    1510360","          2232667649.00","      63962","     761393","         50.41"
"LUPIN","EQ","13-Feb-2017","       1466.05","       1479.00","       1479.00","       1445.00","       1445.65","       1447.60","       1455.99","     863549","          1257320706.60","      30620","     405539","         46.96"
"LUPIN","EQ","14-Feb-2017","       1447.60","       1448.30","       1455.95","       1425.55","       1427.50","       1431.45","       1440.76","     797448","          1148930204.55","      36855","     456603","         57.26"
"LUPIN","EQ","15-Feb-2017","       1431.45","       1432.05","       1442.00","       1428.50","       1430.00","       1432.90","       1434.99","    1298433","          1863239816.25","      28102","     885267","         68.18"
"LUPIN","EQ","16-Feb-2017","       1432.90","       1433.00","       1449.00","       1424.70","       1445.00","       1440.95","       1436.02","    1169195","          1678992990.15","      31919","     697434","         59.65"
"LUPIN","EQ","17-Feb-2017","       1440.95","       1456.95","       1464.95","       1445.05","       1455.05","       1458.70","       1456.78","    1093407","          1592854402.10","      34139","     613518","         56.11"
"LUPIN","EQ","20-Feb-2017","       1458.70","       1460.00","       1467.00","       1448.60","       1459.05","       1464.55","       1462.32","    2218830","          3244640317.30","      21154","    1926409","         86.82"
"LUPIN","EQ","21-Feb-2017","       1464.55","       1468.00","       1473.00","       1457.95","       1469.55","       1471.00","       1468.45","    1196203","          1756566491.40","      20652","     845472","         70.68"
"LUPIN","EQ","22-Feb-2017","       1471.00","       1471.00","       1476.00","       1446.25","       1452.00","       1452.80","       1461.74","     680057","           994064892.30","      40971","     416843","         61.30"
